Species3,Total.individuals,Female,Male,Unknown,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass,Inference,Traits.inferred,Reference.species
Atlapetes pallidinucha,4,2,2,0,16.3,9.3,5.4,7.2,29.6,77.8,67.8,78.8,34.6,NO,NA,NA
Atlapetes personatus,4,0,2,2,15.5,9.2,5.1,6.8,27.3,78.0,68.5,77.5,32.7,NO,NA,NA
Atlapetes pileatus,4,2,2,0,14.1,8.5,4.9,6.5,23.3,66.9,59.7,70.8,24.0,NO,NA,NA
Atlapetes rufigenis,4,1,3,0,15.9,9.8,5.7,7.7,29.0,86.8,74.4,90.5,32.2,NO,NA,NA
Atlapetes rufinucha,75,4,4,67,15.9,9.1,4.9,5.8,29.4,69.8,60.7,74.9,21.5,NO,NA,NA
Atlapetes schistaceus,4,1,0,3,14.4,8.5,4.9,6.3,25.3,76.0,66.5,81.5,28.0,NO,NA,NA
Atlapetes seebohmi,4,1,2,1,15.6,9.9,5.4,7.4,24.9,71.8,65.0,64.0,32.2,NO,NA,NA
Atlapetes semirufus,4,2,2,0,16.1,10.7,5.7,7.9,26.9,71.8,64.9,75.5,30.7,NO,NA,NA
Atlapetes terborghi,4,2,2,0,15.3,8.9,4.8,6.3,25.3,71.9,64.7,79.5,30.3,NO,NA,NA
Atlapetes tricolor,13,5,8,0,17.5,10.1,6.0,7.6,26.8,78.2,68.3,83.5,36.5,NO,NA,NA
Atrichornis clamosus,3,0,0,3,19.9,8.2,3.3,5.1,25.5,76.0,68.6,103.3,42.1,NO,NA,NA
Atrichornis rufescens,3,0,2,1,17.6,9.6,3.1,4.6,22.3,61.3,54.9,73.3,24.0,NO,NA,NA
Attagis gayi,4,0,1,3,22.7,12.7,7.8,8.5,25.8,190.0,103.3,69.5,311.0,NO,NA,NA
Attagis malouinus,4,1,3,0,18.8,10.8,6.6,8.0,24.0,166.8,84.2,63.8,340.0,NO,NA,NA
Atthis ellioti,4,2,2,0,14.8,11.0,1.1,1.2,4.1,34.0,11.4,19.0,2.9,NO,NA,NA
Atthis heloisa,4,2,2,0,14.7,10.9,1.3,1.3,4.1,34.4,11.5,21.0,2.2,NO,NA,NA
Atticora fasciata,4,1,2,1,9.8,5.2,3.6,2.4,9.7,97.5,48.6,65.2,13.0,NO,NA,NA
Atticora melanoleuca,4,0,0,4,8.0,4.7,3.4,2.2,10.9,90.5,44.8,64.0,10.8,NO,NA,NA
Attila bolivianus,5,1,2,2,25.4,16.6,8.0,6.7,24.6,94.6,77.7,78.8,39.5,NO,NA,NA
Attila cinnamomeus,9,2,2,5,22.6,14.4,7.0,6.2,22.4,86.4,78.2,77.6,38.8,NO,NA,NA
Attila citriniventris,9,4,4,1,21.0,14.3,6.8,5.7,20.8,77.9,65.2,62.4,33.7,NO,NA,NA
Attila phoenicurus,4,0,1,3,21.1,12.9,5.7,5.4,18.8,92.2,73.2,76.2,32.3,NO,NA,NA
Attila rufus,4,1,0,3,29.4,19.0,7.1,6.4,25.6,92.0,79.6,73.5,42.6,NO,NA,NA
Attila spadiceus,12,4,5,3,22.3,14.7,7.0,6.2,23.9,84.7,70.9,67.0,39.1,NO,NA,NA
Attila torridus,4,0,2,2,26.9,17.6,7.7,6.5,25.3,93.5,77.4,76.8,46.0,NO,NA,NA
Augastes lumachella,5,1,4,0,21.3,15.9,2.0,1.7,4.6,60.1,20.5,35.5,4.0,NO,NA,NA
Augastes scutatus,4,2,2,0,18.1,13.7,1.5,1.5,4.5,53.0,18.4,32.2,3.0,NO,NA,NA
Aulacorhynchus coeruleicinctis,5,2,2,1,81.7,68.9,22.1,24.2,44.6,139.0,121.7,143.8,208.0,NO,NA,NA
Aulacorhynchus derbianus,6,0,2,4,76.1,64.0,18.7,22.6,34.5,125.6,108.7,120.1,209.7,NO,NA,NA
Aulacorhynchus haematopygus,5,1,2,2,98.7,88.3,21.8,27.8,37.8,138.4,117.7,157.1,194.4,NO,NA,NA
Aulacorhynchus huallagae,3,1,2,0,96.3,85.7,24.3,26.4,38.9,140.3,123.3,159.7,268.8,NO,NA,NA
Aulacorhynchus prasinus,41,19,19,3,66.9,59.3,21.9,22.5,33.4,124.9,108.9,109.6,170.6,NO,NA,NA
Aulacorhynchus sulcatus,6,2,4,0,71.7,60.7,18.9,20.6,33.6,124.7,107.9,118.4,167.0,NO,NA,NA
Auriparus flaviceps,8,2,5,1,10.0,7.0,3.2,3.9,15.1,52.6,45.0,49.2,6.8,NO,NA,NA
Automolus infuscatus,25,6,10,9,23.6,14.5,4.7,6.6,22.8,91.1,73.3,74.6,32.9,NO,NA,NA
Automolus leucophthalmus,21,5,8,8,23.0,15.2,4.6,7.0,22.6,89.9,76.5,81.7,34.5,NO,NA,NA
Automolus melanopezus,12,1,3,8,22.2,14.3,4.7,6.4,21.6,84.8,70.2,75.4,31.4,NO,NA,NA
Automolus ochrolaemus,38,4,14,20,22.8,14.9,4.7,6.3,23.1,87.1,72.0,76.2,40.2,NO,NA,NA
Automolus rubiginosus,19,4,9,6,26.1,16.1,4.8,6.7,25.2,86.2,77.1,79.0,39.8,NO,NA,NA
Automolus rufipileatus,10,2,8,0,23.8,15.1,5.1,6.4,23.2,87.2,75.5,81.5,34.8,NO,NA,NA
Aviceda cuculoides,4,2,2,0,25.1,17.1,10.3,13.6,33.7,267.5,153.5,154.0,277.0,NO,NA,NA
Aviceda jerdoni,4,1,2,1,48.4,21.7,13.1,15.8,32.6,299.8,222.9,207.5,363.0,NO,NA,NA
Aviceda leuphotes,4,2,2,0,23.8,16.4,10.4,12.5,26.2,232.2,150.2,119.0,194.0,NO,NA,NA
Aviceda madagascariensis,4,2,2,0,27.8,20.1,11.7,16.2,37.8,313.5,207.5,163.8,292.0,NO,NA,NA
Aviceda subcristata,4,2,2,0,27.7,19.7,11.5,14.6,35.8,334.5,200.0,196.5,322.6,NO,NA,NA
Avocettula recurvirostris,10,4,5,1,18.4,14.4,2.5,2.3,3.1,54.4,20.8,29.0,4.2,NO,NA,NA
Aythya affinis,4,2,2,0,46.2,29.4,19.7,13.6,34.3,198.0,96.9,53.0,819.5,NO,NA,NA
Aythya americana,4,2,2,0,46.3,33.0,19.0,14.7,34.9,227.0,122.4,56.2,1075.7,NO,NA,NA
Aythya australis,4,2,2,0,42.5,29.1,20.0,15.5,32.2,213.2,113.2,55.0,869.4,NO,NA,NA
Aythya baeri,4,2,2,0,43.1,31.0,20.9,14.2,30.5,199.8,102.2,57.2,681.2,NO,NA,NA
Aythya collaris,4,2,2,0,51.2,29.9,18.9,13.4,32.9,192.0,99.4,57.0,704.5,NO,NA,NA
Aythya ferina,4,2,2,0,47.1,30.5,17.6,13.6,31.6,204.5,99.3,51.5,823.0,NO,NA,NA
Aythya fuligula,4,2,2,0,39.6,27.6,19.2,13.2,28.5,198.8,102.4,49.0,701.2,NO,NA,NA
Aythya innotata,4,2,2,0,51.3,30.2,19.9,12.2,33.2,185.2,98.3,56.2,685.0,NO,NA,NA
Aythya marila,4,2,2,0,44.1,29.7,23.0,14.2,32.3,213.2,115.4,53.0,1005.4,NO,NA,NA
Aythya novaeseelandiae,4,0,0,4,38.2,26.3,18.9,13.0,28.4,177.0,91.7,49.0,682.0,NO,NA,NA
Aythya nyroca,4,2,2,0,39.0,27.5,19.0,12.8,27.0,182.2,93.2,53.0,574.0,NO,NA,NA
Aythya valisineria,4,2,2,0,58.5,36.9,18.8,13.4,37.9,223.5,130.1,52.8,1202.0,NO,NA,NA
Babax koslowi,2,0,2,0,32.6,23.2,6.5,7.6,39.6,126.0,118.1,147.0,39.0,NO,NA,NA
Babax lanceolatus,5,2,3,0,29.7,18.7,5.7,6.9,36.4,101.5,94.4,130.3,32.0,NO,NA,NA
Babax waddelli,4,2,2,0,35.5,22.8,6.8,7.2,42.4,130.0,120.7,158.2,46.0,NO,NA,NA
Baeolophus atricristatus,5,1,4,0,11.1,8.2,4.7,5.1,19.1,72.0,61.4,63.0,17.5,NO,NA,NA
Baeolophus bicolor,16,6,8,2,13.0,8.8,4.9,5.5,20.4,76.9,64.9,67.6,21.6,NO,NA,NA
Baeolophus inornatus,5,2,2,1,11.6,8.4,4.4,5.0,20.4,67.2,57.4,56.6,15.9,NO,NA,NA
Baeolophus ridgwayi,4,2,2,0,11.7,8.3,4.2,5.1,20.8,72.5,64.8,63.4,15.9,NO,NA,NA
Baeolophus wollweberi,4,2,2,0,9.2,6.9,3.9,4.3,16.3,64.0,53.5,58.5,10.4,NO,NA,NA
Baeopogon clamans,5,2,2,1,17.3,9.0,4.4,4.6,18.5,98.4,81.0,73.3,46.0,NO,NA,NA
Baeopogon indicator,4,2,2,0,18.0,9.9,4.3,4.5,17.9,99.0,82.9,80.5,45.8,NO,NA,NA
Balaeniceps rex,4,1,1,2,201.8,174.0,91.4,88.9,241.0,637.8,404.0,283.8,5941.0,NO,NA,NA
Balearica pavonina,4,1,1,2,65.0,35.2,14.6,18.0,201.0,548.8,353.2,261.5,3590.0,NO,NA,NA
Balearica regulorum,4,0,3,1,67.6,36.0,16.5,17.9,223.0,566.5,352.2,255.2,3772.0,NO,NA,NA
Bambusicola fytchii,4,2,2,0,21.7,9.9,6.8,7.5,44.5,141.0,115.0,95.8,313.6,NO,NA,NA
Bambusicola thoracicus,8,4,4,0,21.5,9.9,6.4,6.8,37.3,128.6,100.3,84.9,264.8,NO,NA,NA
Bangsia arcaei,5,2,2,1,22.2,11.5,6.4,7.9,20.8,86.2,63.3,46.6,37.2,NO,NA,NA
Bangsia aureocincta,6,3,3,0,17.4,10.3,5.7,7.3,25.3,89.8,70.0,56.3,41.7,NO,NA,NA
Bangsia edwardsi,4,1,3,0,16.9,10.1,6.2,7.3,23.5,90.0,69.4,54.1,37.0,NO,NA,NA
Bangsia melanochlamys,4,2,2,0,17.9,10.7,7.0,8.4,24.9,88.5,70.5,51.5,37.2,NO,NA,NA
Bangsia rothschildi,4,3,1,0,18.7,11.2,6.8,9.0,22.7,87.9,68.4,52.6,40.9,NO,NA,NA
Barnardius zonarius,4,2,2,0,22.3,18.7,14.2,25.6,20.9,167.2,98.2,200.8,121.0,NO,NA,NA
Bartramia longicauda,4,2,2,0,32.8,21.5,3.2,3.8,48.1,158.5,74.8,78.2,158.9,NO,NA,NA
Baryphthengus martii,11,5,1,5,48.4,33.1,11.4,13.6,31.2,149.0,126.6,247.6,165.0,NO,NA,NA
Baryphthengus ruficapillus,4,1,1,2,45.0,30.9,10.2,12.3,29.3,140.2,117.8,226.5,141.7,NO,NA,NA
Basileuterus basilicus,3,0,3,0,14.7,8.5,3.8,4.0,22.5,65.5,55.8,67.3,13.0,NO,NA,NA
Basileuterus belli,9,4,5,0,12.1,7.3,3.6,3.7,21.2,59.1,48.6,61.6,10.7,NO,NA,NA
Basileuterus bivittatus,23,2,3,18,14.7,7.8,4.0,3.9,21.5,64.4,54.6,59.2,14.6,NO,NA,NA
Basileuterus chlorophrys,4,1,3,0,12.9,7.8,4.6,4.2,19.7,60.0,48.7,47.2,13.0,NO,NA,NA
Basileuterus chrysogaster,10,0,3,7,14.7,7.9,3.9,3.8,19.5,61.2,51.0,55.3,11.2,NO,NA,NA
Basileuterus cinereicollis,4,2,0,2,16.8,7.8,4.2,4.0,21.4,63.1,53.3,55.8,13.0,NO,NA,NA
Basileuterus conspicillatus,4,1,0,3,13.2,7.7,4.1,4.1,21.4,64.1,55.8,60.4,13.0,NO,NA,NA
Basileuterus coronatus,19,2,2,15,15.5,7.7,4.2,4.0,22.5,68.4,57.7,61.0,16.3,NO,NA,NA
Basileuterus culicivorus,27,2,22,3,12.7,7.6,4.2,3.9,18.5,59.4,49.4,55.0,10.5,NO,NA,NA
Basileuterus flaveolus,17,6,7,4,14.6,8.6,4.0,4.2,19.5,66.5,55.7,59.0,13.2,NO,NA,NA
Basileuterus fraseri,4,2,1,1,12.8,8.5,5.2,4.8,19.5,64.2,55.3,52.8,11.6,NO,NA,NA
Basileuterus griseiceps,4,3,1,0,13.5,7.7,3.6,3.7,22.1,62.1,54.0,60.8,13.0,NO,NA,NA
Basileuterus hypoleucus,4,1,2,1,13.2,7.7,4.0,3.6,19.7,59.0,51.0,52.8,11.4,NO,NA,NA
Basileuterus ignotus,2,1,1,0,12.8,7.3,3.9,3.8,20.5,55.0,48.0,58.5,10.9,NO,NA,NA
Basileuterus leucoblepharus,4,2,2,0,14.1,8.3,3.5,3.6,23.0,63.8,52.9,56.2,15.1,NO,NA,NA
Basileuterus leucophrys,4,2,2,0,14.1,7.8,3.4,3.9,23.7,62.6,53.3,60.0,18.1,NO,NA,NA
Basileuterus luteoviridis,41,8,6,27,15.9,7.5,4.1,3.8,22.7,66.0,55.0,65.4,12.9,NO,NA,NA
Basileuterus melanogenys,10,2,6,2,11.9,7.6,4.0,3.7,22.0,61.4,53.1,66.0,11.8,NO,NA,NA
Basileuterus nigrocristatus,4,2,2,0,13.9,8.1,4.6,4.0,22.2,59.8,53.8,56.5,13.6,NO,NA,NA
Basileuterus rufifrons,16,3,12,1,12.5,7.3,4.0,4.0,20.2,52.1,44.0,62.4,10.4,NO,NA,NA
Basileuterus signatus,25,0,0,25,14.5,7.2,4.0,3.3,23.5,58.5,49.9,59.6,11.3,NO,NA,NA
Basileuterus trifasciatus,4,2,2,0,15.0,7.5,3.5,3.6,19.7,55.9,47.6,52.4,9.7,NO,NA,NA
Basileuterus tristriatus,17,8,4,5,15.8,7.4,4.1,3.7,19.8,61.0,53.7,58.7,12.0,NO,NA,NA
Basilornis celebensis,5,1,2,2,23.7,13.7,5.8,7.9,27.5,126.3,95.3,85.8,93.0,NO,NA,NA
Basilornis corythaix,4,0,2,2,28.0,15.8,6.6,9.9,30.0,135.4,101.4,97.9,126.0,NO,NA,NA
Basilornis galeatus,3,0,0,3,27.8,16.7,7.1,8.7,31.4,141.5,100.5,99.0,101.5,NO,NA,NA
Basilornis mirandus,4,2,2,0,21.9,13.0,6.6,7.7,30.5,117.8,91.2,140.1,110.0,NO,NA,NA
Batara cinerea,4,2,2,0,38.7,22.9,8.1,13.4,47.6,123.0,114.8,171.0,131.0,NO,NA,NA
Bathmocercus cerviniventris,4,1,3,0,14.1,8.6,3.5,4.0,22.7,56.6,51.6,48.5,15.8,NO,NA,NA
Bathmocercus rufus,5,2,2,1,14.6,7.6,3.3,3.8,25.1,55.6,51.0,54.8,15.4,NO,NA,NA
Bathmocercus winifredae,4,1,2,1,15.7,8.4,3.3,3.5,22.6,57.0,51.8,52.6,14.8,NO,NA,NA
Batis capensis,4,2,2,0,15.2,7.4,4.4,3.6,19.4,55.6,48.3,45.8,11.7,NO,NA,NA
Batis crypta,5,3,2,0,13.9,6.9,4.5,3.6,18.4,59.0,50.3,34.8,12.2,NO,NA,NA
Batis diops,4,2,2,0,13.7,6.9,4.7,3.5,19.4,62.5,54.7,42.5,12.7,NO,NA,NA
Batis fratrum,4,2,2,0,15.3,8.1,5.2,3.7,17.7,59.5,52.5,37.2,11.9,NO,NA,NA
Batis ituriensis,2,0,2,0,12.4,6.6,4.5,3.4,13.2,49.5,44.6,33.2,10.7,NO,NA,NA
Batis margaritae,4,1,3,0,14.7,7.7,4.2,3.8,18.6,63.0,55.5,47.5,11.7,NO,NA,NA
Batis minima,4,1,3,0,13.1,7.0,4.3,3.4,13.4,48.6,44.1,38.8,10.0,NO,NA,NA
Batis minor,8,4,4,0,14.6,7.8,4.8,3.7,16.7,59.5,51.6,47.2,12.5,NO,NA,NA
Batis minulla,4,2,2,0,13.5,7.0,4.4,3.7,16.3,53.6,46.8,39.5,9.9,NO,NA,NA
Batis mixta,8,4,4,0,14.8,7.6,5.2,3.8,16.9,60.6,53.5,34.8,12.2,NO,NA,NA
Batis molitor,4,2,2,0,14.4,7.4,4.4,3.5,17.6,60.1,51.9,45.5,11.6,NO,NA,NA
Batis occulta,4,2,2,0,12.2,6.8,4.3,3.6,13.2,49.2,43.5,33.1,9.0,NO,NA,NA
Batis orientalis,4,2,2,0,14.1,7.4,4.4,3.8,15.1,58.0,49.8,43.2,11.1,NO,NA,NA
Batis perkeo,4,2,2,0,13.2,7.4,4.3,3.5,15.4,52.6,46.0,37.4,6.9,NO,NA,NA
Batis poensis,2,1,1,0,14.4,7.2,4.8,3.7,14.4,49.5,44.6,32.5,9.6,NO,NA,NA
Batis pririt,4,2,2,0,12.5,7.0,3.9,3.0,18.3,54.6,47.1,41.5,9.3,NO,NA,NA
Batis senegalensis,4,2,2,0,14.2,7.9,4.8,3.7,15.7,53.8,46.1,44.2,9.6,NO,NA,NA
Batis soror,4,2,2,0,14.0,7.6,4.4,3.5,15.0,54.4,47.7,40.9,9.5,NO,NA,NA
Batrachostomus affinis,4,2,2,0,19.7,12.6,18.4,9.2,13.6,108.5,81.0,105.5,46.3,NO,NA,NA
Batrachostomus auritus,3,0,1,2,36.9,26.2,41.2,20.3,21.6,261.7,197.2,198.3,206.0,NO,NA,NA
Batrachostomus cornutus,4,3,1,0,24.9,16.3,21.1,11.3,13.8,133.8,107.0,117.0,85.9,NO,NA,NA
Batrachostomus harterti,1,1,0,0,27.5,25.2,37.9,15.0,13.3,242.0,175.7,158.0,85.9,NO,NA,NA
Batrachostomus hodgsoni,4,2,2,0,16.1,10.2,16.0,7.2,16.6,132.8,99.5,129.2,51.0,NO,NA,NA
Batrachostomus javensis,4,2,2,0,21.2,14.1,17.2,9.6,12.2,113.5,86.7,102.5,46.3,NO,NA,NA
Batrachostomus mixtus,4,3,1,0,17.6,12.4,17.2,8.4,14.5,118.2,85.4,88.5,85.9,NO,NA,NA
Batrachostomus moniliger,4,2,2,0,19.4,13.6,21.2,9.7,16.0,114.8,89.1,101.0,52.4,NO,NA,NA
Batrachostomus poliolophus,4,2,2,0,19.5,13.9,19.9,8.7,14.1,120.3,95.3,92.5,85.9,NO,NA,NA
Batrachostomus septimus,4,2,2,0,24.4,17.8,25.3,12.8,18.4,156.8,119.7,106.8,86.8,NO,NA,NA
Batrachostomus stellatus,4,2,2,0,22.5,17.7,26.3,11.3,14.4,115.8,85.6,114.5,51.3,NO,NA,NA
Berlepschia rikeri,11,2,5,4,25.7,19.7,4.8,6.3,20.7,95.7,65.5,76.4,37.0,NO,NA,NA
Bernieria apperti,1,1,0,0,13.6,7.5,2.8,3.0,19.7,62.0,54.3,59.0,14.6,NO,NA,NA
Bernieria cinereiceps,4,2,2,0,14.6,8.0,2.6,3.2,21.8,70.2,61.1,59.5,18.2,NO,NA,NA
Bernieria madagascariensis,4,2,2,0,23.0,14.1,3.5,4.6,22.4,75.2,66.6,68.0,25.3,NO,NA,NA
Bernieria tenebrosa,2,1,1,0,15.4,7.6,3.0,3.8,23.4,67.5,60.0,48.5,21.4,NO,NA,NA
Bernieria zosterops,4,2,2,0,16.8,9.3,3.2,4.0,21.3,71.6,61.9,72.0,10.8,NO,NA,NA
Bias musicus,5,2,2,1,22.5,14.4,7.9,5.9,13.2,87.3,74.2,51.7,21.9,NO,NA,NA
Biatas nigropectus,4,1,2,1,20.9,11.8,5.5,6.7,23.5,74.5,67.2,74.0,42.0,NO,NA,NA
Biziura lobata,4,2,2,0,40.6,23.4,29.0,19.2,48.1,215.2,129.3,102.8,1928.5,NO,NA,NA
Bleda canicapillus,4,2,2,0,20.2,12.9,4.3,6.3,24.8,97.0,82.4,89.9,45.4,NO,NA,NA
Bleda eximius,5,2,2,1,23.5,16.0,4.1,6.8,25.2,101.2,87.8,94.3,35.7,NO,NA,NA
Bleda notatus,4,2,2,0,20.4,13.1,4.3,6.5,25.0,92.0,79.4,84.0,35.7,NO,NA,NA
Bleda syndactylus,5,2,2,1,25.7,16.6,4.4,7.2,24.9,106.4,89.2,93.4,46.1,NO,NA,NA
Blythipicus pyrrhotis,10,2,8,0,45.2,33.7,9.0,10.6,25.3,147.6,129.4,89.3,132.0,NO,NA,NA
Blythipicus rubiginosus,4,2,2,0,32.0,26.0,7.3,7.8,20.9,119.2,102.9,62.0,81.9,NO,NA,NA
Boissonneaua flavescens,4,2,2,0,20.7,13.9,2.8,2.3,6.5,75.5,29.2,48.2,8.2,NO,NA,NA
Boissonneaua jardini,4,2,2,0,23.9,18.7,2.9,2.2,7.3,74.8,28.4,44.2,9.1,NO,NA,NA
Boissonneaua matthewsii,5,1,2,2,23.2,16.8,2.3,2.4,5.8,71.0,27.7,47.7,7.7,NO,NA,NA
Bolbopsittacus lunulatus,4,2,2,0,22.7,18.8,13.8,18.9,13.8,95.5,58.3,33.5,67.6,NO,NA,NA
Bolborhynchus ferrugineifrons,3,0,0,3,17.0,13.7,9.2,10.0,15.1,121.1,72.9,74.4,50.3,NO,NA,NA
Bolborhynchus lineola,4,2,2,0,13.2,11.3,8.1,11.3,11.1,102.0,46.5,57.2,56.2,NO,NA,NA
Bolborhynchus orbygnesius,4,2,2,0,13.8,12.2,8.9,13.4,13.7,104.5,60.0,63.8,43.1,NO,NA,NA
Bombycilla cedrorum,5,2,2,1,13.7,6.6,4.4,5.0,16.8,94.3,60.5,61.0,31.6,NO,NA,NA
Bombycilla garrulus,4,2,2,0,15.8,7.6,5.1,6.1,20.7,115.5,74.2,66.0,54.4,NO,NA,NA
Bombycilla japonica,5,2,2,1,16.1,7.0,4.6,5.6,17.3,106.8,63.2,52.6,42.3,NO,NA,NA
Bonasa bonasia,4,2,2,0,21.3,11.2,9.2,9.2,35.7,164.8,109.8,112.2,429.0,NO,NA,NA
Bonasa sewerzowi,4,2,2,0,20.6,11.9,9.1,9.6,36.5,167.5,110.2,119.0,267.3,NO,NA,NA
Bonasa umbellus,4,1,2,1,25.2,13.3,10.0,9.8,42.2,182.0,112.2,145.2,530.9,NO,NA,NA
Bostrychia bocagei,1,1,0,0,83.0,104.2,12.3,18.4,53.0,237.0,158.0,92.0,1063.0,YES,"Beak nares, Beak width, Beak depth, Secondary1",Bostrychia rara
Bostrychia carunculata,4,2,2,0,126.1,102.8,15.5,20.9,67.9,361.8,251.4,152.0,1063.0,NO,NA,NA
Bostrychia hagedash,25,13,11,1,145.1,103.9,15.0,20.0,74.2,337.7,229.6,161.8,1238.0,NO,NA,NA
Bostrychia olivacea,4,2,2,0,118.0,93.3,14.5,20.3,66.6,347.0,255.9,143.5,1063.0,NO,NA,NA
Bostrychia rara,4,2,2,0,120.1,104.2,12.3,18.4,59.6,261.0,182.0,104.0,866.0,NO,NA,NA
Botaurus lentiginosus,4,2,2,0,80.9,58.6,10.6,14.9,87.1,264.8,180.1,85.2,706.0,NO,NA,NA
Botaurus pinnatus,4,2,2,0,95.0,68.3,12.4,18.4,103.8,293.5,205.2,98.5,812.2,NO,NA,NA
Botaurus poiciloptilus,4,0,1,3,68.6,50.3,10.7,16.2,95.2,317.5,221.4,110.2,1083.7,NO,NA,NA
Botaurus stellaris,4,2,2,0,75.9,54.8,11.3,16.1,95.3,333.8,224.3,103.2,1319.4,NO,NA,NA
Bowdleria punctata,8,3,4,1,15.4,9.3,3.6,4.5,24.4,66.4,57.4,74.7,25.2,NO,NA,NA
Brachycope anomala,4,1,3,0,14.1,9.1,5.2,7.2,18.0,59.2,52.8,28.9,25.3,NO,NA,NA
Brachygalba albogularis,4,3,0,1,43.6,36.4,5.3,5.4,11.8,69.5,52.1,54.8,17.4,NO,NA,NA
Brachygalba goeringi,4,1,2,1,46.6,39.2,4.8,5.4,12.9,67.8,48.0,51.5,17.0,NO,NA,NA
Brachygalba lugubris,4,2,2,0,48.0,40.0,4.9,5.2,9.1,68.2,51.5,49.0,15.9,NO,NA,NA
Brachygalba salmoni,7,3,4,0,47.8,40.1,3.7,4.5,10.9,70.3,51.5,52.9,17.2,NO,NA,NA
Brachypteracias leptosomus,4,2,2,0,41.7,27.0,13.3,15.0,33.5,136.5,109.5,127.5,185.0,NO,NA,NA
Brachypteracias squamiger,4,2,2,0,34.3,22.0,9.4,12.4,46.4,117.5,89.0,93.0,155.0,NO,NA,NA
Brachypteryx hyperythra,4,2,2,0,13.7,7.9,2.9,3.4,27.4,59.5,52.7,39.5,78.0,NO,NA,NA
Brachypteryx leucophrys,4,2,2,0,13.5,7.8,3.0,3.5,26.0,56.6,48.8,34.5,15.8,NO,NA,NA
Brachypteryx montana,4,2,2,0,15.2,9.0,3.3,3.9,31.3,64.9,58.4,54.2,17.7,NO,NA,NA
Brachypteryx stellata,4,2,2,0,14.6,7.9,3.0,3.5,29.1,69.8,55.9,45.2,23.0,NO,NA,NA
Brachyramphus brevirostris,5,2,2,1,20.7,9.7,3.7,5.4,15.3,138.0,64.4,36.8,234.0,NO,NA,NA
Brachyramphus marmoratus,4,1,2,1,24.9,14.4,4.1,5.8,15.2,123.5,51.2,31.0,220.0,NO,NA,NA
Brachyramphus perdix,4,2,1,1,32.6,18.1,4.6,6.2,16.7,133.8,55.0,31.2,220.0,NO,NA,NA
Bradornis infuscatus,4,1,3,0,18.0,10.3,4.3,4.8,25.1,105.1,78.1,79.0,32.4,NO,NA,NA
Bradornis mariquensis,4,2,2,0,15.8,9.1,4.0,4.5,22.0,85.8,69.4,76.5,25.2,NO,NA,NA
Bradornis microrhynchus,8,4,4,0,15.0,8.7,3.9,4.0,20.5,80.0,66.2,63.4,19.5,NO,NA,NA
Bradornis pallidus,5,2,2,1,16.2,9.6,3.9,4.2,21.8,86.8,70.6,67.8,23.6,NO,NA,NA
Bradypterus accentor,4,2,2,0,14.8,8.8,3.4,3.4,23.0,57.5,51.3,61.2,14.0,NO,NA,NA
Bradypterus alfredi,3,2,1,0,16.4,9.2,3.0,3.7,22.2,57.8,52.9,58.0,17.5,NO,NA,NA
Bradypterus alishanensis,1,0,1,0,13.8,7.8,2.6,2.8,19.6,54.0,43.7,58.5,15.2,NO,NA,NA
Bradypterus baboecala,5,2,2,1,14.7,8.2,2.5,3.0,20.1,57.7,50.8,63.0,12.8,NO,NA,NA
Bradypterus bangwaensis,4,2,2,0,15.6,8.0,2.8,3.4,24.2,61.1,56.0,65.5,21.0,NO,NA,NA
Bradypterus barratti,5,2,2,1,14.5,7.5,3.0,3.4,22.4,62.1,54.1,69.8,18.8,NO,NA,NA
Bradypterus carpalis,4,2,1,1,17.0,9.6,2.8,3.6,27.1,68.9,60.8,71.8,22.4,NO,NA,NA
Bradypterus castaneus,4,3,0,1,19.3,9.0,3.1,3.6,24.9,57.8,53.1,55.3,19.0,NO,NA,NA
Bradypterus caudatus,2,1,1,0,15.3,8.6,3.0,3.7,24.8,60.5,55.3,81.0,22.9,NO,NA,NA
Bradypterus cinnamomeus,5,2,2,1,15.2,7.5,2.9,3.2,23.0,60.2,55.4,62.0,17.4,NO,NA,NA
Bradypterus davidi,2,1,1,0,11.9,6.7,2.5,2.5,18.5,51.8,41.5,41.2,10.0,NO,NA,NA
Bradypterus grandis,1,0,1,0,15.4,9.0,3.1,4.0,24.8,66.0,60.0,82.0,18.5,NO,NA,NA
Bradypterus graueri,3,0,1,2,12.4,7.7,3.3,3.8,24.2,57.5,50.9,70.7,17.0,NO,NA,NA
Bradypterus lopezi,5,1,4,0,15.7,8.0,3.2,3.3,23.3,60.0,53.5,55.2,19.1,NO,NA,NA
Bradypterus luteoventris,4,2,2,0,12.6,7.1,2.6,3.0,18.9,51.2,45.9,55.2,13.2,NO,NA,NA
Bradypterus major,4,2,2,0,15.9,10.3,2.9,3.0,21.3,57.4,48.1,59.8,13.0,NO,NA,NA
Bradypterus mandelli,4,0,4,0,13.0,7.2,2.8,3.0,17.8,50.0,42.5,55.0,11.3,NO,NA,NA
Bradypterus montis,2,1,1,0,13.8,7.9,3.2,3.3,20.8,54.8,48.0,65.5,14.0,NO,NA,NA
Bradypterus palliseri,4,2,2,0,17.1,8.9,3.0,3.6,25.3,59.1,54.0,67.5,9.0,NO,NA,NA
